incident_number,converted response,avg response
18007011,,
18007011,4.083333333,
18007011,5.683333333,
18007012,4.166666667,
18007012,10.26666667,
18007013,31.18333333,
18007014,5.283333333,
18007014,3.833333333,
18007014,3.7,
18007015,7,
18007016,,
18007016,,
18007016,2.066666667,
18007018,,
18007018,3.383333333,
18007018,3.783333333,
18007019,4.416666667,
18007019,33.68333333,
18007020,,
18007021,7,
18007021,5.35,
18007022,5.75,
18007022,8.316666667,
18007023,6.933333333,
18007023,4.95,
18007024,3.066666667,
18007024,4.316666667,
18007025,16.98333333,
18007026,,
18007027,6.266666667,
18007027,3.35,
18007027,6.066666667,
18007030,8.166666667,
18007031,2.116666667,
18007031,,
18007032,4.183333333,
18007032,7.566666667,
18007032,8.316666667,
18007033,12.28333333,
18007034,16.36666667,
18007034,5.4,
18007035,,
18007035,5.983333333,
18007036,3.733333333,
18007036,,
18007037,12.13333333,
18007037,13.06666667,
18007038,,
18007038,,
18007038,4.5,
18007038,,
18007038,3.133333333,
18007038,4.35,
18007038,4.433333333,
18007038,3.05,
18007038,2.1,
18007038,,
18007038,5.95,
18007038,4.433333333,
18007038,0.066666667,
18007038,2.8,
18007038,,
18007038,1.8,
18007039,23.61666667,
18007040,6.866666667,
18007042,,
18007042,2.783333333,
18007042,,
18007043,2.15,
18007043,3.033333333,
18007043,2.15,
18007044,37.86666667,
18007045,5.566666667,
18007045,12.25,
18007046,5.033333333,
18007046,11.53333333,
18007047,13.51666667,
18007047,,
18007048,10.68333333,
18007049,,
18007049,3.3,
18007050,17.28333333,
18007051,3.366666667,
18007051,4.333333333,
18007051,4.816666667,
18007053,8.8,
18007054,,
18007054,,
18007054,,
18007054,,
18007054,,
18007054,,
18007054,1.766666667,
18007054,3.466666667,
18007054,0,
18007054,2.783333333,
18007054,,
18007054,,
18007054,2.95,
18007054,,
18007054,0,
18007055,,
18007055,4.65,
18007055,4,
18007057,2.316666667,
18007057,6.35,
18007058,3.633333333,
18007058,3.966666667,
18007058,4.466666667,
18007059,3.283333333,
18007059,10.33333333,
18007059,2.683333333,
18007060,16.73333333,
18007060,9.933333333,
18007061,,
18007061,3.15,
18007061,4.583333333,
18007062,13.73333333,
18007063,,
18007063,2.433333333,
18007063,4.666666667,
18007064,,
18007064,,
18007065,2.5,
18007065,2.75,
18007066,5.25,
18007066,2.616666667,
18007067,3.816666667,
18007067,3.75,
18007069,4.316666667,
18007069,,
18007069,3.783333333,
18007070,,
18007070,3.733333333,
18007070,1.383333333,
18007070,0.3,
18007071,4.666666667,
18007071,,
18007071,,
18007071,4.9,
18007071,,
18007071,3.683333333,
18007071,,
18007071,,
18007071,3.9,
18007071,3.6,
18007071,,
18007072,22.66666667,
18007073,2.933333333,
18007073,3.666666667,
18007073,4.016666667,
18007074,5.933333333,
18007074,3.6,
18007075,3.616666667,
18007075,6.183333333,
18007077,5.633333333,
18007077,2.616666667,
18007077,5.9,
18007078,8.083333333,
18007078,8.95,
18007079,3.85,
18007079,7.233333333,
18007080,14.65,
18007081,8.033333333,
18007082,12.23333333,
18007083,4.083333333,
18007083,24.08333333,
18007084,1.266666667,
18007084,3.75,
18007085,11.43333333,
18007086,,
18007086,4.066666667,
18007086,4.183333333,
18007087,5.033333333,
18007087,4.583333333,
18007087,5.05,
18007089,12.25,
18007090,3.55,
18007090,3.633333333,
18007091,9.933333333,
18007092,,
18007092,3.433333333,
18007093,4.65,
18007094,,
18007094,2.316666667,
18007095,10.63333333,
18007095,2.35,
18007096,3.266666667,
18007096,7.366666667,
18007098,3.716666667,
18007098,4.65,
18007099,29.8,
18007100,,
18007100,9.116666667,
18007101,4.7,
18007101,8.583333333,
18007103,,
18007103,4.05,
18007104,6.133333333,
18007104,2.65,
18007105,12.98333333,
18007106,4.55,
18007106,9.533333333,
18007106,7,
18007108,,
18007108,4.616666667,
18007108,4.616666667,
18007109,8.116666667,
18007109,5.15,
18007110,3.05,
18007110,6.75,
18007111,4.483333333,
18007111,6.133333333,
18007112,1.95,
18007112,3.35,
18007112,5.966666667,
18007113,3.183333333,
18007114,5.9,
18007115,,
18007116,,
18007116,,
18007117,5.75,
18007117,6.333333333,
18007118,3.75,
18007118,,
18007118,,
18007119,12.16666667,
18007119,5.666666667,
18007120,4.1,
18007120,3.866666667,
18007121,5.366666667,
18007122,14.85,
18007123,5.15,
18007123,,
18007124,5.683333333,
18007124,9.733333333,
18007124,7.6,
18007125,4.566666667,
18007125,5.166666667,
18007125,,
18007126,7.65,
18007126,10.76666667,
18007127,12.15,
18007128,,
18007129,5.166666667,
18007129,3.616666667,
18007130,5.183333333,
18007130,15.45,
18007131,5.566666667,
18007131,4.666666667,
18007132,,
18007132,3.633333333,
18007133,3.9,
18007133,6.166666667,
18007133,6.616666667,
18007133,4.5,
18007133,5.133333333,
18007135,12.86666667,
18007136,7.7,
18007136,4.55,
18007137,6.216666667,
18007137,4.083333333,
18007137,2.616666667,
18007138,11.8,
18007139,,
18007139,4.55,
18007140,,
18007140,3.75,
18007141,3.383333333,
18007141,5.766666667,
18007142,5.683333333,
18007143,12.66666667,
18007145,,
18007145,5.466666667,
18007145,,
18007146,8.033333333,
18007147,3.983333333,
18007147,8.033333333,
18007147,,
18007147,2.983333333,
18007147,4.15,
18007147,3.733333333,
18007147,,
18007147,,
18007147,,
18007147,,
18007149,3.166666667,
18007149,,
18007149,4.416666667,
18007150,14.76666667,
18007151,9,
18007152,17.95,
18007153,7.333333333,
18007153,9.15,
18007154,6.116666667,
18007155,,
18007155,13.41666667,
18007156,4.933333333,
18007156,8.316666667,
18007157,1.9,
18007158,3.383333333,
18007158,4.883333333,
18007159,11.2,
18007160,3.833333333,
18007161,7.466666667,
18007162,5.883333333,
18007162,,
18007162,7.866666667,
18007163,0.15,
18007163,,
18007163,,
18007164,6.733333333,
18007164,8.65,
18007165,7.733333333,
18007166,5.6,
18007166,2.7,
18007167,,
18007167,17.8,
18007168,7.033333333,
18007168,7.8,
18007169,2.983333333,
18007171,13.98333333,
18007172,14.26666667,
18007173,14.26666667,
18007174,3.2,
18007174,,
18007175,7.65,
18007175,0.05,
18007176,6.65,
18007177,6.2,
18007177,,
18007178,,
18007178,25.5,
18007179,5.3,
18007179,8.733333333,
18007179,6.25,
18007180,7.033333333,
18007180,5.7,
18007181,,
18007181,4.166666667,
18007182,4.583333333,
18007182,8.383333333,
18007182,3.95,
18007183,6,
18007183,10.58333333,
18007184,13.03333333,
18007185,6.35,
18007185,1.966666667,
18007186,5.666666667,
18007186,,
18007186,,
18007186,5.4,
18007187,5.033333333,
18007187,17.55,
18007188,11.55,
18007189,6.05,
18007189,1.566666667,
18007190,2.283333333,
18007190,5.433333333,
18007191,9.183333333,
18007192,6.033333333,
18007192,,
18007192,3.583333333,
18007193,5.933333333,
18007193,8.333333333,
18007194,2.716666667,
18007194,5.45,
18007194,,
18007196,3.216666667,
18007196,3.833333333,
18007197,2.416666667,
18007197,6.033333333,
18007199,12.28333333,
18007199,6.7,
18007199,7.583333333,
18007200,2.333333333,
18007200,,
18007201,3.4,
18007201,3.05,
18007201,3.366666667,
18007202,,
18007202,15.85,
18007203,6.016666667,
18007203,6.4,
18007204,10.56666667,
18007205,7.55,
18007206,9.016666667,
18007208,4.8,
18007208,2.566666667,
18007209,15.71666667,
18007209,7.3,
18007210,7.283333333,
18007211,7.533333333,
18007211,2.95,
18007212,3.983333333,
18007212,4.2,
18007212,3.883333333,
18007214,8.866666667,
18007214,6.266666667,
18007214,,
18007215,11.73333333,
18007215,0,
18007217,8.083333333,
18007217,2.666666667,
18007219,36.31666667,
18007220,5.483333333,
18007220,1.9,
18007221,5.766666667,
18007221,18.2,
18007222,7.75,
18007222,5.983333333,
18007224,23.33333333,
18007225,,
18007225,,
18007226,12.21666667,
18007227,2.616666667,
18007228,3.183333333,
18007228,4.066666667,
18007230,10.5,
18007231,3.383333333,
18007231,6.116666667,
18007232,5.733333333,
18007233,6.383333333,
18007234,11.5,
18007235,7.8,
18007236,0.75,
18007236,7.166666667,
18007236,10.61666667,
18007236,5.466666667,
18007238,3.383333333,
18007238,7.766666667,
18007239,,
18007239,,
18007240,8,
18007240,13.81666667,
18007241,5.45,
18007241,3.783333333,
18007242,3.683333333,
18007242,4.833333333,
18007243,21.61666667,
18007243,4.383333333,
18007244,3.983333333,
18007244,2.85,
18007244,4.6,
18007245,,
18007245,6.033333333,
18007247,17.98333333,
18007248,5.216666667,
18007248,5.933333333,
18007248,,
18007248,,
18007249,4,
18007250,4.816666667,
18007250,,
18007250,4.066666667,
18007250,,
18007251,10.76666667,
18007251,13.96666667,
18007252,13.18333333,
18007253,4.116666667,
18007253,14.98333333,
18007255,3.383333333,
18007255,3.766666667,
18007256,6.683333333,
18007256,6.166666667,
18007257,17.58333333,
18007257,1.8,
18007258,3.8,
18007260,5.483333333,
18007260,5.7,
18007262,2.166666667,
18007262,2.766666667,
18007262,42.01666667,
18007263,4.683333333,
18007263,,
18007264,9.683333333,
18007265,,
18007265,11.35,
18007266,5.25,
18007266,12.6,
18007267,8.366666667,
18007267,3.083333333,
18007268,5.666666667,
18007268,2.75,
18007269,6.966666667,
18007269,3.083333333,
18007270,6.933333333,
18007270,4.633333333,
18007271,3.716666667,
18007271,12.3,
18007272,1.75,
18007272,,
18007272,,
18007273,4.683333333,
18007274,2.4,
18007274,6.55,
18007275,19.93333333,
18007277,0.416666667,
18007278,7.683333333,
18007278,4.216666667,
18007279,13.55,
18007281,7.8,
18007281,2.333333333,
18007282,2.65,
18007282,5.683333333,
18007284,5.483333333,
18007284,,
18007284,4.916666667,
18007285,1.466666667,
18007285,3.95,
18007286,,
18007286,2.516666667,
18007287,,
18007287,,
18007287,2.716666667,
18007287,7.533333333,
18007287,,
18007287,3.083333333,
18007289,6.633333333,
18007289,4.15,
18007290,8.25,
18007291,,
18007291,6.816666667,
18007291,5.366666667,
18007292,4.65,
18007292,6.983333333,
18007293,17.68333333,
18007294,8.583333333,
18007294,2.45,
18007295,12.93333333,
18007297,4.483333333,
18007297,5.366666667,
18007298,5.216666667,
18007298,,
18007299,14.48333333,
18007299,14.08333333,
18007299,14.41666667,
18007300,2.566666667,
18007300,,
18007301,19.5,
18007301,3.783333333,
18007302,,
18007302,3.366666667,
18007305,,
18007305,5.133333333,
18007306,3.2,
18007306,3.366666667,
18007307,5.533333333,
18007307,3.05,
18007308,7.266666667,
18007309,13.93333333,
18007310,2.766666667,
18007310,,
18007310,6.666666667,
18007311,5.066666667,
18007311,18.58333333,
18007312,9.85,
18007312,4.783333333,
18007312,,
18007314,,
18007314,,
18007315,7.416666667,
18007315,,
18007315,4.95,
18007316,2.583333333,
18007316,5.216666667,
18007317,3.216666667,
18007317,4.816666667,
18007317,5.033333333,
18007317,,
18007317,2.15,
18007317,,
18007317,3.333333333,
18007317,3.466666667,
18007317,4.4,
18007317,2.9,
18007318,4.966666667,
18007319,3.316666667,
18007319,,
18007320,,
18007320,4.35,
18007321,2.883333333,
18007321,7.25,
18007322,3.983333333,
18007322,2.05,
18007323,0.15,
18007323,5.7,
18007323,,
18007324,,
18007324,5.383333333,
18007325,7.55,
18007325,3.9,
18007326,1.55,
18007326,,
18007327,5.066666667,
18007327,1.166666667,
18007327,,
18007328,6.15,
18007328,6.233333333,
18007331,5.533333333,
18007332,15.01666667,
18007333,8.5,
18007334,3.316666667,
18007334,3.566666667,
18007334,3.55,
18007335,5.65,
18007335,15.3,
18007336,4.483333333,
18007336,4.483333333,
18007336,,
18007337,1.25,
18007337,,
18007337,3.883333333,
18007338,15.83333333,
18007340,5.666666667,
18007340,3.25,
18007341,9.25,
18007341,4.266666667,
18007342,3.833333333,
18007342,19.73333333,
18007343,,
18007343,3.166666667,
18007343,1.283333333,
18007344,1.216666667,
18007344,,
18007345,9.266666667,
18007345,1.216666667,
18007346,3.716666667,
18007346,3.683333333,
18007347,10.85,
18007348,5.433333333,
18007348,11.83333333,
18007349,2.2,
18007349,7.733333333,
18007350,27.01666667,
18007350,6.483333333,
18007351,7.566666667,
18007351,19.68333333,
18007352,3.85,
18007352,,
18007352,3.766666667,
18007353,,
18007353,,
18007353,,
18007354,11.35,
18007355,3.666666667,
18007355,,
18007355,3.566666667,
18007356,6.5,
18007357,5.95,
18007357,6.233333333,
18007357,6.333333333,
18007358,3.75,
18007358,4.283333333,
18007358,8.816666667,
18007359,7.233333333,
18007359,3.566666667,
18007360,2.516666667,
18007360,6.85,
18007362,23.41666667,
18007363,6.25,
18007363,4.366666667,
18007363,3.966666667,
18007364,3.266666667,
18007364,5.783333333,
18007365,4.783333333,
18007365,9.933333333,
18007366,,
18007367,3.15,
18007368,7.25,
18007369,14.96666667,
18007371,13.1,
18007372,12.81666667,
18007373,2.716666667,
18007373,1.9,
18007374,6.316666667,
18007374,,
18007374,1.45,
18007375,11.75,
18007375,8.666666667,
18007377,15.65,
18007377,,
18007378,5.9,
18007378,3.733333333,
18007379,2.733333333,
18007379,1.516666667,
18007379,,
18007379,1.266666667,
18007379,4.316666667,
18007379,3.05,
18007379,,
18007379,,
18007379,,
18007380,,
18007380,2.433333333,
18007381,20.13333333,
18007382,6.483333333,
18007383,,
18007383,8.7,
18007383,3.8,
18007384,8.9,
18007384,5.283333333,
18007385,,
18007385,,
18007385,18.43333333,
18007385,7.016666667,
18007386,,
18007387,3.15,
18007387,14.7,
18007388,3.25,
18007388,6.4,
18007389,,
18007389,6.566666667,
18007390,6.15,
18007390,4.7,
18007391,2.5,
18007391,15.61666667,
18007392,17.45,
18007394,17.68333333,
18007395,2.766666667,
18007395,2.833333333,
18007396,2.116666667,
18007396,4.416666667,
18007397,5.983333333,
18007397,3.433333333,
18007397,,
18007398,3.283333333,
18007398,,
18007398,5.766666667,
18007399,4.333333333,
18007401,4.633333333,
18007401,,
18007401,4.233333333,
18007402,12.06666667,
18007404,4.383333333,
18007404,,
18007405,8.7,
18007406,15.73333333,
18007407,11.96666667,
18007408,12.55,
18007408,7.166666667,
18007409,4.233333333,
18007409,5.083333333,
18007409,5.033333333,
18007410,4.616666667,
18007410,5.016666667,
18007411,2.883333333,
18007411,3.35,
18007412,3.9,
18007412,8.533333333,
18007412,,
18007413,,
18007413,4.716666667,
18007414,16.66666667,
18007415,7.283333333,
18007415,3.966666667,
18007416,13.11666667,
18007416,5.3,
18007417,16.78333333,
18007417,3.416666667,
18007417,,
18007418,0.166666667,
18007419,12.36666667,
18007419,7.733333333,
18007419,12.36666667,
18007419,5.183333333,
18007419,3.933333333,
18007419,2.7,
18007420,6.533333333,
18007420,4.866666667,
18007421,,
18007422,21.7,
18007422,2.866666667,
18007424,5.05,
18007424,6.55,
18007425,4.666666667,
18007425,4.283333333,
18007426,,
18007426,,
18007427,13.28333333,
18007428,3.683333333,
18007428,9.733333333,
18007428,6.15,
18007429,2.616666667,
18007429,6.5,
18007430,12.1,
18007431,4.25,
18007431,4.733333333,
18007432,7.083333333,
18007432,5.166666667,
18007433,8.616666667,
18007433,2.916666667,
18007434,6.333333333,
18007435,4.85,
18007435,5.966666667,
18007436,5.283333333,
18007436,16.73333333,
18007437,5.883333333,
18007438,12.3,
18007439,,
18007439,5.166666667,
18007439,,
18007439,3.55,
18007439,,
18007439,,
18007439,2.166666667,
18007439,,
18007439,,
18007439,2.266666667,
18007441,7.633333333,
18007442,4.7,
18007442,2.55,
18007443,2.983333333,
18007443,3.1,
18007444,,
18007444,,
18007444,3.1,
18007444,3.266666667,
18007445,1.65,
18007445,4.766666667,
18007445,4.466666667,
18007446,18.03333333,
18007447,15.65,
18007449,6.266666667,
18007449,,
18007449,8.85,
18007449,5.8,
18007450,2.333333333,
18007450,3.116666667,
18007450,4.3,
18007451,3.766666667,
18007451,6.916666667,
18007452,8.35,
18007452,3.2,
18007453,2.8,
18007453,3.983333333,
18007454,9.666666667,
18007456,14.85,
18007457,6.35,
18007459,2.933333333,
18007459,3.9,
18007460,4,
18007460,3.883333333,
18007460,4.4,
18007461,3.1,
18007461,11.86666667,
18007462,16.85,
18007463,,
18007463,,
18007464,10.08333333,
18007465,1.9,
18007465,,
18007465,2.283333333,
18007466,,
18007466,,
18007468,7.416666667,
18007469,4.133333333,
18007470,4.083333333,
18007470,34.93333333,
18007471,2.7,
18007472,17.08333333,
18007472,4.05,
18007474,7.8,
18007474,3.733333333,
18007475,4.15,
18007475,4.283333333,
18007476,4.583333333,
18007476,2.716666667,
18007476,5.25,
18007476,4.6,
18007477,13.56666667,
18007479,3.516666667,
18007479,8.666666667,
18007480,5.133333333,
18007480,4.15,
18007480,,
18007480,4.15,
18007480,0,
18007480,9.516666667,
18007480,3.833333333,
18007481,0.616666667,
18007481,,
18007481,,
18007481,3.95,
18007481,1.583333333,
18007484,12.93333333,
18007485,4.883333333,
18007485,3.5,
18007486,2.816666667,
18007486,,
18007487,6.516666667,
18007488,,
18007488,3.016666667,
18007489,,
18007489,,
18007490,10.76666667,
18007492,2.883333333,
18007492,6.866666667,
18007493,5.933333333,
18007493,5.816666667,
18007494,3.183333333,
18007494,6.75,
18007495,3.166666667,
18007495,2.666666667,
18007496,8.183333333,
18007496,7.583333333,
18007496,7.5,
18007497,5.866666667,
18007497,3.066666667,
18007498,3.866666667,
18007498,5.25,
18007498,,
18007499,,
18007499,2.783333333,
18007500,7.666666667,
18007501,3.483333333,
18007501,,
18007502,9,
18007502,4.1,
18007503,6.933333333,
18007504,3.516666667,
18007504,7.166666667,
18007505,4.466666667,
18007505,3.883333333,
18007505,7.116666667,
18007506,6.233333333,
18007507,,
18007507,3.483333333,
18007509,4.466666667,
18007510,8.116666667,
18007510,5.466666667,
18007511,5.583333333,
18007512,,
18007512,,
18007512,,
18007513,3.183333333,
18007513,4.85,
18007514,4.783333333,
18007515,12.48333333,
18007516,5.25,
18007516,,
18007517,41.5,
18007517,4.7,
18007518,4.7,
18007518,3.966666667,
18007518,7.183333333,
18007519,5.25,
18007519,4.383333333,
18007519,,
18007520,7.533333333,
18007521,4.033333333,
18007521,,
18007522,4.15,
18007522,,
18007523,4.383333333,
18007524,8.366666667,
18007525,5.216666667,
18007525,3.833333333,
18007525,3.516666667,
18007526,12.06666667,
18007527,,
18007527,2.983333333,
18007528,,
18007529,6.15,
18007530,3.2,
18007530,3.016666667,
18007531,5.683333333,
18007532,6.7,
18007533,3.616666667,
18007533,4.633333333,
18007533,,
18007533,2.516666667,
18007533,3.166666667,
18007534,4.916666667,
18007534,6.666666667,
18007534,7.283333333,
18007536,4.366666667,
18007536,,
18007537,16.26666667,
18007538,7.816666667,
18007539,12.78333333,
18007540,9.433333333,
18007540,4.166666667,
18007541,3.966666667,
18007541,3.816666667,
18007541,6.683333333,
18007542,2.35,
18007542,,
18007544,7,
18007544,7.4,
18007544,9.033333333,
18007545,10.76666667,
18007545,,
18007546,3.55,
18007546,,
18007547,3.033333333,
18007547,6.7,
18007547,3.45,
18007548,6.033333333,
18007549,10.36666667,
18007549,4.516666667,
18007550,9.95,
18007551,11.05,
18007552,4.15,
18007552,4.966666667,
18007554,2.316666667,
18007554,,
18007555,10.21666667,
18007556,9.55,
18007556,4.75,
18007556,3.75,
18007557,6.15,
18007557,5.45,
18007558,1.983333333,
18007558,12.05,
18007560,3.15,
18007560,3.7,
18007561,4.333333333,
18007561,6.8,
18007562,,
18007562,5.7,
18007563,25.26666667,
18007564,21.35,
18007565,6.45,
18007566,30.31666667,
18007566,,
18007566,,
18007567,11.98333333,
18007568,7.15,
18007568,5.783333333,
18007569,,
18007569,3.666666667,
18007569,5.516666667,
18007570,,
18007570,3.233333333,
18007571,7.583333333,
18007571,15.1,
18007572,7.65,
18007572,9.566666667,
18007573,12.08333333,
18007574,,
18007575,18.38333333,
18007576,14.38333333,
18007576,5.266666667,
18007577,0,
18007578,,
18007578,6.733333333,
18007580,10.43333333,
18007581,7.566666667,
18007582,5.683333333,
18007582,4.35,
18007583,3.516666667,
18007583,5.783333333,
18007585,5.05,
18007585,5.366666667,
18007586,0,
18007587,3.9,
18007587,9.55,
18007588,,
18007588,,
18007588,5.233333333,
18007589,,
18007589,4.7,
18007589,10.66666667,
18007590,4.8,
18007590,6.1,
18007591,,
18007591,17.86666667,
18007592,6.55,
18007592,,
18007593,4.766666667,
18007593,9.633333333,
18007594,,
18007594,3.55,
18007594,5.766666667,
18007595,3.383333333,
18007595,24.08333333,
18007596,3.7,
18007596,4.4,
18007597,0.65,
18007597,5.416666667,
18007597,5.916666667,
18007598,2.95,
18007598,21.25,
18007598,14.13333333,
18007599,19.63333333,
18007600,9.833333333,
18007600,8.7,
18007601,22.21666667,
18007602,2.85,
18007602,4.1,
18007603,12.83333333,
18007603,19.53333333,
18007604,5.5,
18007604,5.816666667,
18007604,,
18007605,4.033333333,
18007605,9.3,
18007605,,
18007606,19.85,
18007606,9.033333333,
18007607,4.5,
18007607,6.6,
18007608,13.95,
18007608,5.35,
18007609,15.48333333,
18007610,,
18007610,,
18007610,11.03333333,
18007611,26.41666667,
18007611,,
18007611,,
18007612,20.2,
18007613,19.11666667,
18007614,10.48333333,
18007614,4.966666667,
18007615,,
18007615,,
18007615,2.75,
18007616,1.45,
18007616,6.666666667,
18007616,,
18007617,27.31666667,
18007618,,
18007618,3.466666667,
18007618,5.65,
18007619,2.3,
18007619,9.216666667,
18007619,,
18007620,6.183333333,
18007620,4.983333333,
18007620,11.71666667,
18007622,7.466666667,
18007622,1.783333333,
18007623,10.48333333,
18007623,,
18007624,,
18007624,9.65,
18007624,20.06666667,
18007624,,
18007625,3.933333333,
18007625,1.833333333,
18007626,25.13333333,
18007626,3.966666667,
18007627,,
18007627,35.76666667,
18007628,16.03333333,
18007629,5.366666667,
18007629,,
18007629,13.95,
18007630,4.9,
18007630,2.483333333,
18007630,2.05,
18007630,8.283333333,
18007630,,
18007630,,
18007631,8.616666667,
18007631,4.783333333,
18007631,1.35,
18007632,3.45,
18007632,13.9,
18007633,3.95,
18007633,7.8,
18007635,19.95,
18007636,21.01666667,
18007637,6.55,
18007637,4.65,
18007638,24.33333333,
18007638,,
18007639,32.86666667,
18007639,,
18007640,20.33333333,
18007641,,
18007641,7.233333333,
18007642,,
18007642,5.666666667,
18007642,5.633333333,
18007643,9.233333333,
18007644,9.7,
18007645,9.966666667,
18007645,,
18007646,0.083333333,
18007646,,
18007646,1.5,
18007647,,
18007647,4.683333333,
18007647,,
18007648,8.583333333,
18007648,5.633333333,
18007649,4.583333333,
18007649,2.85,
18007650,,
18007650,,
18007651,1.55,
18007651,2.883333333,
18007651,,
18007652,0.05,
18007652,,
18007652,2.566666667,
18007652,,
18007652,0.533333333,
18007653,4.233333333,
18007653,3.216666667,
18007655,3.45,
18007655,3.983333333,
18007656,3.383333333,
18007656,3.616666667,
18007657,3.45,
18007657,3.716666667,
18007658,1.066666667,
18007658,5.866666667,
18007659,7.916666667,
18007659,4.483333333,
18007659,,
18007662,3.866666667,
18007662,3.833333333,
18007662,,
18007663,4.566666667,
18007663,2.933333333,
18007663,5.016666667,
18007664,2.816666667,
18007664,4.45,
18007665,13.73333333,
18007666,2.733333333,
18007666,4.8,
18007666,6.233333333,
18007666,,
18007667,16.8,
18007667,,
18007668,,
18007668,,
18007668,0.95,
18007669,,
18007669,,
18007669,1.633333333,
18007670,5.15,
18007670,6.316666667,
18007671,5.816666667,
18007671,8.066666667,
18007672,3.7,
18007672,4.516666667,
18007672,6.5,
18007673,,
18007673,,
18007673,2.983333333,
18007674,27.86666667,
18007674,2.116666667,
18007675,,
18007676,0,
18007677,3.7,
18007677,10.63333333,
18007678,2.3,
18007678,3.083333333,
18007679,5.55,
18007679,3.366666667,
18007680,4.2,
18007680,4.083333333,
18007680,4.133333333,
18007681,5.066666667,
18007681,23.68333333,
18007682,8.933333333,
18007682,3.266666667,
18007683,,
18007683,7.233333333,
18007683,11.65,
18007684,,
18007684,,
18007684,2.35,
18007684,1.633333333,
18007684,3.5,
18007684,,
18007684,3.666666667,
18007684,2.383333333,
18007684,2.566666667,
18007684,,
18007685,12.16666667,
18007686,5.6,
18007686,,
18007687,5.9,
18007688,11.65,
18007689,,
18007689,3,
18007689,4.216666667,
18007690,8.616666667,
18007691,3.333333333,
18007691,,
18007691,11.01666667,
18007692,23.15,
18007693,11.91666667,
18007694,4.8,
18007694,3.916666667,
18007695,,
18007695,3,
18007695,4.2,
18007695,4.633333333,
18007696,3.7,
18007696,2.183333333,
18007696,6.533333333,
18007697,11.88333333,
18007698,3.25,
18007698,,
18007699,,
18007699,,
18007699,3.2,
18007700,21.56666667,
18007700,5.733333333,
18007701,14.53333333,
18007702,,
18007702,7.216666667,
18007702,1.933333333,
18007703,3.183333333,
18007703,3.983333333,
18007704,,
18007704,,
18007706,3.65,
18007706,5.283333333,
18007707,5.883333333,
18007707,0.933333333,
18007708,3.35,
18007708,3.733333333,
18007708,,
18007709,17.31666667,
18007710,51.5,
18007710,15.73333333,
18007710,4.15,
18007711,2.75,
18007711,6.683333333,
18007712,10.05,
18007713,5.866666667,
18007713,6.75,
18007714,1.966666667,
18007714,28.98333333,
18007715,9.1,
18007716,25.11666667,
18007717,4.15,
18007717,,
18007718,9.683333333,
18007719,2.433333333,
18007719,,
18007720,,
18007720,5,
18007720,,
18007721,4.55,
18007721,5.95,
18007722,10.1,
18007722,10.75,
18007723,2.016666667,
18007723,4.766666667,
18007724,17.4,
18007725,,
18007725,9.3,
18007726,,
18007726,5.516666667,
18007727,18.68333333,
18007728,0.683333333,
18007728,5.316666667,
18007728,5.466666667,
18007728,,
18007728,,
18007729,22.98333333,
18007730,,
18007730,,
18007730,,
18007730,0.866666667,
18007731,14.98333333,
18007732,4.816666667,
18007732,5.766666667,
18007733,13.66666667,
18007734,6.583333333,
18007734,,
18007735,2.683333333,
18007735,11.01666667,
18007736,4.083333333,
18007736,,
18007737,27.61666667,
18007738,3.166666667,
18007738,7.283333333,
18007739,14.7,
18007741,,
18007741,,
18007741,4.533333333,
18007742,10.06666667,
18007742,16.95,
18007743,18.91666667,
18007743,11.95,
18007743,,
18007744,6.333333333,
18007745,4.633333333,
18007745,6.083333333,
18007745,6.266666667,
18007746,7.483333333,
18007746,3.25,
18007748,3.25,
18007748,2,
18007749,6.533333333,
18007749,15.96666667,
18007750,12.68333333,
18007750,8.633333333,
18007751,7.1,
18007752,2.016666667,
18007752,,
18007753,4.85,
18007753,8.433333333,
18007754,1.4,
18007754,5.55,
18007754,,
18007755,,
18007755,11.76666667,
18007756,5.4,
18007756,0,
18007756,4.15,
18007757,2.566666667,
18007757,,
18007758,2.916666667,
18007758,7.483333333,
18007759,8.05,
18007759,8.633333333,
18007760,10.76666667,
18007761,2.366666667,
18007761,4.466666667,
18007762,3.866666667,
18007762,3.666666667,
18007762,,
18007763,2.45,
18007763,,
18007763,3.933333333,
18007764,13.05,
18007765,3.45,
18007765,3.033333333,
18007765,,
18007765,,
18007765,4.033333333,
18007765,,
18007765,3.083333333,
18007765,3.883333333,
18007765,6.583333333,
18007765,,
18007766,16.45,
18007766,4.9,
18007767,,
18007767,,
18007768,6.066666667,
18007769,7.3,
18007771,9.466666667,
18007771,3.95,
18007772,3.6,
18007772,13.15,
18007773,5.733333333,
18007773,,
18007774,6.333333333,
18007774,6.683333333,
18007775,,
18007775,,
18007775,3,
18007776,0,
18007776,39.15,
18007776,4.533333333,
18007777,30.88333333,
18007777,11.86666667,
18007778,,
18007778,5.416666667,
18007780,16.3,
18007781,3.516666667,
18007781,1.033333333,
18007782,17.25,
18007783,5.05,
18007783,25.81666667,
18007784,17.76666667,
18007784,,
18007785,0,
18007785,25.95,
18007786,2.983333333,
18007786,,
18007787,,
18007787,22.51666667,
18007788,3.983333333,
18007788,,
18007788,,
18007789,4.35,
18007789,6.65,
18007790,5.966666667,
18007790,5.266666667,
18007791,4.883333333,
18007791,4.666666667,
18007791,6.5,
18007792,1.533333333,
